YearStart,YearEnd,StateAbbr,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Topic,Category,Question,Response,Age,Sex,RaceEthnicity,RiskFactor,RiskFactorResponse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_limit,High_Confidence_Limit,Numerator,LocationID,GeoLocation,TopicID,CategoryID,QuestionID,ResponseID,DataValueTypeID,AgeID,SexID,RaceEthnicityID,RiskFactorID,RiskFactorResponseID,NonWeightedSample,WeightedSample,SampleSize
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Both sexes,"Black, non-Hispanic",Diabetes,No,%,Age-adjusted Prevalence,74.55,,,70.81,78.3,1903621,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,AGEADJPREV,AGE65PLUS,GALL,BLK,RFDM,RFNO,644,2553483,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,80-84 years,Both sexes,All races,All participants,Total,%,Crude Prevalence,34.08,,,30.66,37.64,1933257,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE8084,GALL,ALLRACE,RFAPAR,RFTOT,1137,5671876,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Both sexes,"White, non-Hispanic",Residential care,Yes,%,Age-adjusted Prevalence,50.94,,,41.92,59.97,809977,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,AGEADJPREV,AGE65PLUS,GALL,WHT,RFRES,RFYES,227,1590061,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,80-84 years,Both sexes,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE8084,GALL,HISP,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Both sexes,"Black, non-Hispanic",Residential care,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE65PLUS,GALL,BLK,RFRES,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,80-84 years,Both sexes,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE8084,GALL,OTH,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Male,Other,All participants,Total,%,Crude Prevalence,76.5,,,61.82,87.65,843606,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE65PLUS,GM,OTH,RFAPAR,RFTOT,89,1102703,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,65 years and older,Female,All races,Diabetes,Yes,%,Crude Prevalence,3.03,,,1.51,5.38,174318,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,CRDPREV,AGE65PLUS,GF,ALLRACE,RFDM,RFYES,826,5749444,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65 years and older,Both sexes,All races,Residential care,Yes,%,Crude Prevalence,46.38,,,38,54.92,934630,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE65PLUS,GALL,ALLRACE,RFRES,RFYES,299,2015067,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,85-89 years,Both sexes,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE8589,GALL,HISP,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,70-74 years,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,28,,,14.77,44.76,367587,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE7074,GALL,ALLRACE,RFSM,RFYES,87,1313023,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,65 years and older,Both sexes,"Hispanic, any race",Smoking,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,AGEADJPREV,AGE65PLUS,GALL,HISP,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Female,"Black, non-Hispanic",All participants,Total,%,Age-adjusted Prevalence,27.87,,,24.05,31.69,652866,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,AGEADJPREV,AGE65PLUS,GF,BLK,RFAPAR,RFTOT,654,2342539,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Both sexes,"Hispanic, any race",Diabetes,Yes,%,Age-adjusted Prevalence,20.57,,,15.46,25.68,283652,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,AGEADJPREV,AGE65PLUS,GALL,HISP,RFDM,RFYES,252,1378962,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,70-74 years,Both sexes,All races,Residential care,No,%,Crude Prevalence,78.82,,,75.34,82.02,11182096,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE7074,GALL,ALLRACE,RFRES,RFNO,995,14186452,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,90 years and older,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Male,All races,Diabetes,Yes,%,Crude Prevalence,11.86,,,9,15.23,722606,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE65PLUS,GM,ALLRACE,RFDM,RFYES,727,6093699,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,40.27,,,37.93,42.63,8219329,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,CRDPREV,AGE65PLUS,GF,WHT,RFAPAR,RFTOT,1968,20413025,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Female,All races,Residential care,Yes,%,Age-adjusted Prevalence,42.98,,,34.7,51.26,589804,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFRES,RFYES,193,1372276,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65-69 years,Both sexes,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,71.72,,,66.73,76.35,6685185,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE6569,GALL,WHT,RFAPAR,RFTOT,368,9320677,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,90 years and older,Both sexes,All races,Smoking,No,%,Crude Prevalence,25.47,,,17.13,35.37,152982,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFSM,RFNO,184,600604,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Both sexes,"White, non-Hispanic",Residential care,Yes,%,Crude Prevalence,42.03,,,32.8,51.7,690407,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE65PLUS,GALL,WHT,RFRES,RFYES,232,1642546,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,80-84 years,Male,All races,All participants,Total,%,Crude Prevalence,33.78,,,28.96,38.87,845263,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE8084,GM,ALLRACE,RFAPAR,RFTOT,490,2502010,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Male,All races,Smoking,Yes,%,Age-adjusted Prevalence,17,,,10.68,23.32,321597,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,AGEADJPREV,AGE65PLUS,GM,ALLRACE,RFSM,RFYES,153,1891747,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Female,"Black, non-Hispanic",All participants,Total,%,Age-adjusted Prevalence,33.05,,,27.97,38.13,773950,59,,TVFUNC,CVISAC,QPVISA,RVPANY,AGEADJPREV,AGE65PLUS,GF,BLK,RFAPAR,RFTOT,655,2341756,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,37.05,,,34.02,40.16,6273604,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,CRDPREV,AGE65PLUS,GM,WHT,RFAPAR,RFTOT,1517,16933466,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Female,"White, non-Hispanic",All participants,Total,%,Age-adjusted Prevalence,79.68,,,77.43,81.92,16442722,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,AGEADJPREV,AGE65PLUS,GF,WHT,RFAPAR,RFTOT,1991,20635946,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Female,All races,Residential care,No,%,Age-adjusted Prevalence,11.84,,,10.36,13.32,2933756,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFRES,RFNO,2902,24778345,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65 years and older,Both sexes,"Hispanic, any race",All participants,Total,%,Age-adjusted Prevalence,59.63,,,55.42,63.84,2281851,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,AGEADJPREV,AGE65PLUS,GALL,HISP,RFAPAR,RFTOT,614,3826683,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Female,All races,Residential care,No,%,Crude Prevalence,79.06,,,77.02,80.99,19589553,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE65PLUS,GF,ALLRACE,RFRES,RFNO,2902,24778345,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,70-74 years,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,CRDPREV,AGE7074,GALL,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Female,All races,Smoking,Yes,%,Crude Prevalence,50.33,,,42.19,58.45,1052811,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE65PLUS,GF,ALLRACE,RFSM,RFYES,194,2092004,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65 years and older,Both sexes,"Hispanic, any race",Diabetes,Yes,%,Crude Prevalence,53.64,,,45.59,61.56,743095,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE65PLUS,GALL,HISP,RFDM,RFYES,254,1385294,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,65 years and older,Both sexes,"White, non-Hispanic",Smoking,No,%,Age-adjusted Prevalence,3.51,,,2.43,4.6,552883,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,AGEADJPREV,AGE65PLUS,GALL,WHT,RFSM,RFNO,1610,15751646,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Both sexes,Other,Residential care,No,%,Age-adjusted Prevalence,41.11,,,32.58,49.64,785382,59,,TVFUNC,CVISAC,QPVISA,RVPANY,AGEADJPREV,AGE65PLUS,GALL,OTH,RFRES,RFNO,164,1910440,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Both sexes,"Black, non-Hispanic",Residential care,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,AGEADJPREV,AGE65PLUS,GALL,BLK,RFRES,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-69 years,Both sexes,All races,Residential care,No,%,Crude Prevalence,82.53,,,78.56,86.03,10316881,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE6569,GALL,ALLRACE,RFRES,RFNO,674,12501403,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Both sexes,Other,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE65PLUS,GALL,OTH,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,65 years and older,Female,All races,Residential care,Yes,%,Crude Prevalence,47.12,,,37.55,56.84,646563,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE65PLUS,GF,ALLRACE,RFRES,RFYES,193,1372276,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Both sexes,"Hispanic, any race",Residential care,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE65PLUS,GALL,HISP,RFRES,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Both sexes,"White, non-Hispanic",Residential care,No,%,Crude Prevalence,62.27,,,60.35,64.16,22265730,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE65PLUS,GALL,WHT,RFRES,RFNO,3258,35756431,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Both sexes,"Black, non-Hispanic",Smoking,Yes,%,Age-adjusted Prevalence,34.31,,,27.15,41.47,182734,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,AGEADJPREV,AGE65PLUS,GALL,BLK,RFSM,RFYES,107,532598,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE65PLUS,GM,OTH,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Male,All races,Residential care,Yes,%,Crude Prevalence,22,,,11.37,36.25,140052,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE65PLUS,GM,ALLRACE,RFRES,RFYES,105,636539,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,90 years and older,Male,All races,All participants,Total,%,Crude Prevalence,20.78,,,12.64,31.1,118693,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE90PLUS,GM,ALLRACE,RFAPAR,RFTOT,185,571273,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Both sexes,"Black, non-Hispanic",Smoking,Yes,%,Age-adjusted Prevalence,63.44,,,56.58,70.3,343016,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,AGEADJPREV,AGE65PLUS,GALL,BLK,RFSM,RFYES,108,540694,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,12.71,,,8.78,17.58,509444,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE65PLUS,GALL,ALLRACE,RFSM,RFYES,348,4009069,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Female,All races,Smoking,No,%,Age-adjusted Prevalence,78.81,,,75.61,82,6572853,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFSM,RFNO,1007,8340125,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,65 years and older,Male,All races,Smoking,Yes,%,Crude Prevalence,30.72,,,19.76,43.55,581199,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE65PLUS,GM,ALLRACE,RFSM,RFYES,153,1891747,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,80-84 years,Both sexes,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,44.11,,,35.5,52.99,195143,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE8084,GALL,BLK,RFAPAR,RFTOT,234,442429,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,90 years and older,Both sexes,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,24.99,,,15.43,36.75,26301,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE90PLUS,GALL,BLK,RFAPAR,RFTOT,81,105226,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,70-74 years,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,72.41,,,64.31,79.55,2606311,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE7074,GALL,ALLRACE,RFDM,RFYES,280,3599485,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,70-74 years,Both sexes,All races,Diabetes,No,%,Crude Prevalence,16.17,,,12.73,20.11,1765232,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE7074,GALL,ALLRACE,RFDM,RFNO,740,10917675,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,48.23,,,44.22,52.25,5588313,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,CRDPREV,AGE65PLUS,GALL,ALLRACE,RFDM,RFYES,1523,11587972,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,90 years and older,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFDM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Both sexes,"Hispanic, any race",Smoking,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,AGEADJPREV,AGE65PLUS,GALL,HISP,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,75-79 years,Both sexes,All races,Smoking,No,%,Crude Prevalence,61.75,,,56.73,66.59,2662129,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE7579,GALL,ALLRACE,RFSM,RFNO,560,4311008,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,90 years and older,Both sexes,All races,Residential care,Yes,%,Crude Prevalence,47.09,,,33.24,61.27,197591,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFRES,RFYES,94,419592,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Female,"White, non-Hispanic",All participants,Total,%,Age-adjusted Prevalence,59.62,,,57.47,61.77,12170246,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,AGEADJPREV,AGE65PLUS,GF,WHT,RFAPAR,RFTOT,1968,20413025,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,65 years and older,Male,All races,Smoking,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,AGEADJPREV,AGE65PLUS,GM,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Both sexes,"Hispanic, any race",Diabetes,Yes,%,Crude Prevalence,23.68,,,16.76,31.81,326572,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE65PLUS,GALL,HISP,RFDM,RFYES,252,1378962,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Both sexes,Other,Diabetes,No,%,Age-adjusted Prevalence,45.89,,,36.05,55.73,558779,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,AGEADJPREV,AGE65PLUS,GALL,OTH,RFDM,RFNO,106,1217648,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Female,All races,Diabetes,Yes,%,Age-adjusted Prevalence,34.46,,,30.73,38.2,1981258,59,,TVFUNC,CVISAC,QPVISA,RVPANY,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFDM,RFYES,826,5749444,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,85-89 years,Both sexes,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE8589,GALL,HISP,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,85-89 years,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE8589,GALL,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Male,"Hispanic, any race",All participants,Total,%,Crude Prevalence,31.33,,,25.45,37.69,554050,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE65PLUS,GM,HISP,RFAPAR,RFTOT,269,1768349,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,80-84 years,Male,All races,All participants,Total,%,Crude Prevalence,15.58,,,11.91,19.87,389621,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE8084,GM,ALLRACE,RFAPAR,RFTOT,489,2500243,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Both sexes,"Hispanic, any race",Residential care,No,%,Crude Prevalence,29.69,,,24.43,35.39,1100730,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE65PLUS,GALL,HISP,RFRES,RFNO,592,3706800,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Both sexes,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,11.56,,,10.17,13.06,4373625,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE65PLUS,GALL,WHT,RFAPAR,RFTOT,3530,37844458,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,70-74 years,Both sexes,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE7074,GALL,OTH,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Both sexes,Other,Residential care,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPANY,AGEADJPREV,AGE65PLUS,GALL,OTH,RFRES,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,29.03,,,20.62,38.66,593047,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE65PLUS,GF,HISP,RFAPAR,RFTOT,341,2042665,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,80-84 years,Both sexes,All races,Residential care,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE8084,GALL,ALLRACE,RFRES,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,65 years and older,Both sexes,"Hispanic, any race",Residential care,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,CRDPREV,AGE65PLUS,GALL,HISP,RFRES,RFYES,,,
