YearStart,YearEnd,StateAbbr,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Topic,Category,Question,Response,Age,Sex,RaceEthnicity,RiskFactor,RiskFactorResponse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_limit,High_Confidence_Limit,Numerator,LocationID,GeoLocation,TopicID,CategoryID,QuestionID,ResponseID,DataValueTypeID,AgeID,SexID,RaceEthnicityID,RiskFactorID,RiskFactorResponseID,NonWeightedSample,WeightedSample,SampleSize
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,85-89 years,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE8589,GALL,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Both sexes,"Black, non-Hispanic",Smoking,No,%,Crude Prevalence,74.85,,,69.65,79.58,940897,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE65PLUS,GALL,BLK,RFSM,RFNO,377,1256983,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Both sexes,Other,Diabetes,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE65PLUS,GALL,OTH,RFDM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,65 years and older,Both sexes,"White, non-Hispanic",Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,CRDPREV,AGE65PLUS,GALL,WHT,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Male,All races,Residential care,No,%,Age-adjusted Prevalence,40.53,,,38.09,42.96,8453029,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,AGEADJPREV,AGE65PLUS,GM,ALLRACE,RFRES,RFNO,2181,20856229,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,65 years and older,Both sexes,"Black, non-Hispanic",Smoking,No,%,Crude Prevalence,1.75,,,0.61,3.88,21988,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,CRDPREV,AGE65PLUS,GALL,BLK,RFSM,RFNO,378,1257081,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-69 years,Both sexes,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,86.21,,,81.47,90.12,8138661,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE6569,GALL,WHT,RFAPAR,RFTOT,372,9440438,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Both sexes,"Black, non-Hispanic",Smoking,No,%,Crude Prevalence,32.23,,,25.99,38.98,405173,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE65PLUS,GALL,BLK,RFSM,RFNO,378,1257081,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Both sexes,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,38.81,,,37.06,40.57,14492934,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,CRDPREV,AGE65PLUS,GALL,WHT,RFAPAR,RFTOT,3485,37346491,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,85-89 years,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,41.2,,,31.9,50.99,286590,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE8589,GALL,ALLRACE,RFDM,RFYES,191,695613,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,70-74 years,Both sexes,All races,All participants,Total,%,Crude Prevalence,10.64,,,8.45,13.16,1544536,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE7074,GALL,ALLRACE,RFAPAR,RFTOT,1020,14517160,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Both sexes,"Hispanic, any race",Residential care,No,%,Crude Prevalence,35.11,,,30.41,40.04,1303863,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE65PLUS,GALL,HISP,RFRES,RFNO,594,3713351,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Male,All races,Diabetes,Yes,%,Age-adjusted Prevalence,15.55,,,12.59,18.52,947570,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,AGEADJPREV,AGE65PLUS,GM,ALLRACE,RFDM,RFYES,727,6093699,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,80-84 years,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,62.87,,,55.24,70.05,1040823,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE8084,GALL,ALLRACE,RFDM,RFYES,371,1655633,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65 years and older,Female,All races,Smoking,Yes,%,Age-adjusted Prevalence,64.18,,,58.31,70.05,1358897,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFSM,RFYES,195,2117322,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,75-79 years,Both sexes,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE7579,GALL,OTH,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,90 years and older,Both sexes,All races,Residential care,Yes,%,Crude Prevalence,52.91,,,38.73,66.76,222001,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFRES,RFYES,94,419592,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,90 years and older,Both sexes,All races,Diabetes,No,%,Crude Prevalence,27.18,,,21.45,33.53,359330,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFDM,RFNO,393,1321981,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,85-89 years,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE8589,GALL,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Both sexes,"Black, non-Hispanic",Diabetes,No,%,Crude Prevalence,76.71,,,72.28,80.73,1958676,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE65PLUS,GALL,BLK,RFDM,RFNO,644,2553483,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,75-79 years,Both sexes,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,CRDPREV,AGE7579,GALL,OTH,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,65 years and older,Male,"Black, non-Hispanic",All participants,Total,%,Age-adjusted Prevalence,2.28,,,1.24,3.33,38802,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,AGEADJPREV,AGE65PLUS,GM,BLK,RFAPAR,RFTOT,412,1701834,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Both sexes,All races,Smoking,No,%,Crude Prevalence,25.57,,,23.06,28.2,4690802,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE65PLUS,GALL,ALLRACE,RFSM,RFNO,2171,18348208,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65-69 years,Both sexes,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE6569,GALL,OTH,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,85-89 years,Both sexes,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,41.51,,,31.63,51.93,80099,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE8589,GALL,BLK,RFAPAR,RFTOT,114,192958,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Both sexes,Other,Diabetes,Yes,%,Age-adjusted Prevalence,61.17,,,52.49,69.85,437630,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,AGEADJPREV,AGE65PLUS,GALL,OTH,RFDM,RFYES,64,715432,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,70-74 years,Female,All races,All participants,Total,%,Crude Prevalence,16.98,,,13.51,20.91,1287583,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE7074,GF,ALLRACE,RFAPAR,RFTOT,563,7585053,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Female,All races,Diabetes,No,%,Crude Prevalence,8.88,,,7.28,10.7,1810251,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE65PLUS,GF,ALLRACE,RFDM,RFNO,2269,20391110,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Female,All races,Diabetes,No,%,Age-adjusted Prevalence,20.6,,,18.46,22.73,4200569,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFDM,RFNO,2269,20391110,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Both sexes,"Hispanic, any race",All participants,Total,%,Age-adjusted Prevalence,32.39,,,27.31,37.47,1234387,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,AGEADJPREV,AGE65PLUS,GALL,HISP,RFAPAR,RFTOT,610,3811014,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,90 years and older,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,76.86,,,63.06,87.44,228459,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFDM,RFYES,105,297228,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,90 years and older,Both sexes,All races,Smoking,No,%,Crude Prevalence,7.76,,,4.01,13.3,47052,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,CRDPREV,AGE90PLUS,GALL,ALLRACE,RFSM,RFNO,185,606532,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Female,Other,All participants,Total,%,Crude Prevalence,52.83,,,39.4,65.96,467065,59,,TVFUNC,CVISAC,QPVISA,RVPANY,CRDPREV,AGE65PLUS,GF,OTH,RFAPAR,RFTOT,84,884143,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,90 years and older,Both sexes,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE90PLUS,GALL,HISP,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with any near acuity loss,65 years and older,Both sexes,"Hispanic, any race",Residential care,No,%,Age-adjusted Prevalence,57.75,,,52.74,62.76,1972931,59,,TVFUNC,CVISAC,QPNEAR,RVPNEAR,AGEADJPREV,AGE65PLUS,GALL,HISP,RFRES,RFNO,553,3416331,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Normal Contrast Sensitivity,65 years and older,Male,All races,Smoking,No,%,Crude Prevalence,79.68,,,76.08,82.97,7970007,59,,TVFUNC,CCONT,QCNTRST,RCONTNORM,CRDPREV,AGE65PLUS,GM,ALLRACE,RFSM,RFNO,1162,10002056,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Male,All races,Smoking,Yes,%,Crude Prevalence,44.02,,,32.6,55.92,799844,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE65PLUS,GM,ALLRACE,RFSM,RFYES,150,1817096,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Female,All races,Residential care,No,%,Crude Prevalence,11.38,,,9.96,12.93,2820305,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE65PLUS,GF,ALLRACE,RFRES,RFNO,2902,24778345,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,75-79 years,Both sexes,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,60.42,,,56.33,64.4,4988246,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE7579,GALL,WHT,RFAPAR,RFTOT,911,8256224,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Female,All races,Diabetes,Yes,%,Age-adjusted Prevalence,13.8,,,11.37,16.24,792427,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,AGEADJPREV,AGE65PLUS,GF,ALLRACE,RFDM,RFYES,823,5742226,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Both sexes,"Hispanic, any race",Diabetes,Yes,%,Crude Prevalence,30.92,,,23.85,38.73,381505,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE65PLUS,GALL,HISP,RFDM,RFYES,233,1233703,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,65 years and older,Female,All races,Residential care,No,%,Crude Prevalence,6.99,,,5.66,8.51,1862281,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,CRDPREV,AGE65PLUS,GF,ALLRACE,RFRES,RFNO,3223,26652322,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65 years and older,Both sexes,Other,All participants,Total,%,Age-adjusted Prevalence,14.82,,,8.45,21.2,294451,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,AGEADJPREV,AGE65PLUS,GALL,OTH,RFAPAR,RFTOT,173,1986846,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,75-79 years,Both sexes,All races,Residential care,No,%,Crude Prevalence,26.52,,,22.66,30.67,2687390,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE7579,GALL,ALLRACE,RFRES,RFNO,1352,10133870,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,80-84 years,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,35.81,,,28.72,43.38,593120,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE8084,GALL,ALLRACE,RFDM,RFYES,372,1656518,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,90 years and older,Male,All races,All participants,Total,%,Crude Prevalence,29.23,,,21.07,38.5,166980,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE90PLUS,GM,ALLRACE,RFAPAR,RFTOT,185,571273,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Both sexes,Other,Smoking,No,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE65PLUS,GALL,OTH,RFSM,RFNO,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65 years and older,Both sexes,Other,All participants,Total,%,Crude Prevalence,60.08,,,50.67,68.97,1193703,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE65PLUS,GALL,OTH,RFAPAR,RFTOT,173,1986846,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,75-79 years,Both sexes,All races,Diabetes,No,%,Crude Prevalence,72.26,,,67.23,76.91,5476298,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE7579,GALL,ALLRACE,RFDM,RFNO,959,7578371,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,75-79 years,Both sexes,All races,Diabetes,No,%,Crude Prevalence,25.57,,,21.26,30.25,1937477,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE7579,GALL,ALLRACE,RFDM,RFNO,959,7578371,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,65 years and older,Male,All races,Smoking,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,AGEADJPREV,AGE65PLUS,GM,ALLRACE,RFSM,RFYES,,1891747,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Both sexes,"Black, non-Hispanic",Smoking,No,%,Crude Prevalence,31.53,,,25.33,38.25,396370,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE65PLUS,GALL,BLK,RFSM,RFNO,378,1257081,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,65 years and older,Both sexes,All races,All participants,Total,%,Crude Prevalence,23.9,,,21.99,25.89,11499792,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,CRDPREV,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFTOT,5432,48114704,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,85-89 years,Both sexes,All races,Residential care,No,%,Crude Prevalence,18.82,,,14.86,23.31,512007,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE8589,GALL,ALLRACE,RFRES,RFNO,627,2720994,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65-69 years,Female,All races,All participants,Total,%,Crude Prevalence,80.76,,,75.32,85.45,5459019,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE6569,GF,ALLRACE,RFAPAR,RFTOT,378,6759689,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,15.49,,,11.41,20.35,263402,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE65PLUS,GM,BLK,RFAPAR,RFTOT,411,1700067,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,80-84 years,Both sexes,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE8084,GALL,HISP,RFAPAR,RFTOT,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,70-74 years,Both sexes,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,7.81,,,4.7,12.04,98216,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,CRDPREV,AGE7074,GALL,BLK,RFAPAR,RFTOT,240,1257859,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65-69 years,Both sexes,All races,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE6569,GALL,ALLRACE,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Mild Contrast Sensitivity Loss,65-69 years,Both sexes,All races,Diabetes,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTMIL,CRDPREV,AGE6569,GALL,ALLRACE,RFDM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65-69 years,Both sexes,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,25.48,,,16.25,36.67,355423,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,CRDPREV,AGE6569,GALL,BLK,RFAPAR,RFTOT,147,1394792,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with visual impairment,65 years and older,Both sexes,All races,All participants,Total,%,Age-adjusted Prevalence,26.45,,,24.35,28.56,12726339,59,,TVFUNC,CVISAC,QPVISA,RVPIMP,AGEADJPREV,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFTOT,5432,48114704,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Both sexes,All races,Residential care,No,%,Crude Prevalence,59.82,,,57.96,61.66,27042389,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,CRDPREV,AGE65PLUS,GALL,ALLRACE,RFRES,RFNO,5033,45203622,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,65 years and older,Both sexes,Other,Smoking,Yes,%,Crude Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,CRDPREV,AGE65PLUS,GALL,OTH,RFSM,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with mild visual impairment,65 years and older,Female,"Black, non-Hispanic",All participants,Total,%,Age-adjusted Prevalence,29.3,,,24.52,34.08,686135,59,,TVFUNC,CVISAC,QPVISA,RVPMIL,AGEADJPREV,AGE65PLUS,GF,BLK,RFAPAR,RFTOT,655,2341756,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,85-89 years,Both sexes,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,55.15,,,44.31,65.64,106414,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,CRDPREV,AGE8589,GALL,BLK,RFAPAR,RFTOT,114,192958,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with any vision loss,65 years and older,Both sexes,All races,All participants,Total,%,Age-adjusted Prevalence,27.21,,,25.11,29.32,13092011,59,,TVFUNC,CVISAC,QPVISA,RVPANY,AGEADJPREV,AGE65PLUS,GALL,ALLRACE,RFAPAR,RFTOT,5432,48114704,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,65 years and older,Both sexes,Other,Residential care,Yes,%,Age-adjusted Prevalence,,#,Value suppressed,,,,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,AGEADJPREV,AGE65PLUS,GALL,OTH,RFRES,RFYES,,,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with normal vision,65 years and older,Both sexes,"Black, non-Hispanic",Diabetes,Yes,%,Age-adjusted Prevalence,61.2,,,55.75,66.65,908271,59,,TVFUNC,CVISAC,QPVISA,RVPNOR,AGEADJPREV,AGE65PLUS,GALL,BLK,RFDM,RFYES,421,1484103,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Missing presenting acuity,85-89 years,Both sexes,All races,Smoking,No,%,Crude Prevalence,7.33,,,4.12,11.88,110703,59,,TVFUNC,CVISAC,QPVISA,RVPMISS,CRDPREV,AGE8589,GALL,ALLRACE,RFSM,RFNO,328,1510050,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting visual acuity,Presenting with moderate visual impairment,65 years and older,Both sexes,"White, non-Hispanic",Smoking,No,%,Crude Prevalence,1.33,,,0.7,2.31,203465,59,,TVFUNC,CVISAC,QPVISA,RVPMOD,CRDPREV,AGE65PLUS,GALL,WHT,RFSM,RFNO,1532,15243697,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Severe Contrast Sensitivity Loss,65 years and older,Both sexes,"White, non-Hispanic",Residential care,No,%,Crude Prevalence,7.85,,,6.44,9.44,2840273,59,,TVFUNC,CCONT,QCNTRST,RCONTSEV,CRDPREV,AGE65PLUS,GALL,WHT,RFRES,RFNO,3298,36201912,
2022,2022,US,US,National,National,NHATS,Visual Function,Contrast Sensitivity,Contrast sensitivity,Any Contrast sensitivity loss,75-79 years,Both sexes,All races,Diabetes,No,%,Crude Prevalence,20.96,,,17.32,24.98,1588351,59,,TVFUNC,CCONT,QCNTRST,RCONTANY,CRDPREV,AGE7579,GALL,ALLRACE,RFDM,RFNO,959,7578371,
2022,2022,US,US,National,National,NHATS,Visual Function,Measured Visual Acuity,Presenting near acuity,Presenting with normal near acuity,65 years and older,Both sexes,"White, non-Hispanic",Smoking,Yes,%,Age-adjusted Prevalence,44.31,,,37.55,51.06,1281911,59,,TVFUNC,CVISAC,QPNEAR,RVPNEARNOR,AGEADJPREV,AGE65PLUS,GALL,WHT,RFSM,RFYES,187,2893051,
